stock_code,description,revenue,units_sold,orders,customers,revenue_rank
75049L,LARGE CIRCULAR MIRROR MOBILE,13153.8,13968.0,344,106,356
22580,ADVENT CALENDAR GINGHAM SACK,13141.08,2322.0,495,275,357
20676,RED RETROSPOT BOWL,13105.7,10475.0,966,372,358
21935,SUKI  SHOULDER BAG,13103.21,7127.0,921,234,359
22088,,13076.88,4399.0,619,266,360
22553,PLASTERS IN TIN SKULLS,13013.15,7794.0,1090,507,361
22464,HANGING METAL HEART LANTERN,12985.31,7847.0,784,397,362
84988,SET OF 72 PINK HEART PAPER DOILIES,12913.24,8305.0,1019,379,363
21906,PHARMACIE FIRST AID TIN,12879.46,1786.0,424,214,364
22766,PHOTO FRAME CORNICE,12864.25,4367.0,640,343,365
22655,VINTAGE RED KITCHEN CABINET,12845.0,76.0,53,45,366
15056P,EDWARDIAN PARASOL PINK,12806.76,2519.0,382,186,367
22198,LARGE POPCORN HOLDER,12759.61,7331.0,646,240,368
22947,,12704.15,1011.0,209,124,369
22303,COFFEE MUG APPLES DESIGN,12701.63,5439.0,540,266,370
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12654.71,8913.0,880,404,371
22616,PACK OF 12 LONDON TISSUES,12460.16,39147.0,825,319,372
62018,SOMBRERO,12450.85,9567.0,127,70,373
22623,BOX OF VINTAGE JIGSAW BLOCKS,12432.28,2312.0,541,334,374
22144,CHRISTMAS CRAFT LITTLE FRIENDS,12382.47,5134.0,704,392,375
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055.0,322,190,376
21671,RED SPOT CERAMIC DRAWER KNOB,12339.32,9488.0,727,265,377
22631,CIRCUS PARADE LUNCH BOX,12241.85,6272.0,663,271,378
85042,ANTIQUE LILY FAIRY LIGHTS,12234.56,2685.0,292,142,379
22082,RIBBON REEL STRIPES DESIGN,12192.05,7267.0,957,512,380
21124,SET/10 BLUE POLKADOT PARTY CANDLES,12172.79,10029.0,629,406,381
22301,COFFEE MUG CAT + BIRD DESIGN,12124.78,5009.0,643,273,382
22192,BLUE DINER WALL CLOCK,12104.8,1426.0,543,260,383
21670,BLUE SPOT CERAMIC DRAWER KNOB,12074.4,8845.0,767,260,384
20969,RED FLORAL FELTCRAFT SHOULDER BAG,12066.52,3237.0,613,285,385
21937,STRAWBERRY   PICNIC BAG,12038.82,4100.0,657,286,386
84212,"ASSORTED FLOWER COLOUR ""LEIS""",11961.49,24794.0,277,140,387
21787,RAIN PONCHO RETROSPOT,11926.08,15135.0,469,221,388
21242,RED RETROSPOT PLATE,11917.73,7085.0,657,289,389
84987,SET OF 36 TEATIME PAPER DOILIES,11864.15,8138.0,812,406,390
22729,ALARM CLOCK BAKELIKE ORANGE,11864.0,2999.0,612,236,391
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,11860.25,7678.0,388,181,392
20975,12 PENCILS SMALL TUBE RED RETROSPOT,11848.71,18099.0,902,460,393
22488,NATURAL SLATE RECTANGLE CHALKBOARD,11788.06,6905.0,808,426,394
23300,GARDENERS KNEELING PAD CUP OF TEA,11785.99,6809.0,758,351,395
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,11762.93,2883.0,465,228,396
22791,T-LIGHT GLASS FLUTED ANTIQUE,11728.69,9458.0,434,226,397
47567B,TEA TIME KITCHEN APRON,11721.99,2169.0,351,179,398
22750,FELTCRAFT PRINCESS LOLA DOLL,11697.6,3125.0,647,362,399
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,11696.64,2381.0,356,215,400
21154,RED RETROSPOT OVEN GLOVE,11694.95,8095.0,903,327,401
22151,PLACE SETTING WHITE HEART,11609.19,27562.0,716,361,402
21326,AGED GLASS SILVER T-LIGHT HOLDER,11593.86,17770.0,643,307,403
22844,VINTAGE CREAM DOG FOOD CONTAINER,11593.28,1227.0,498,229,404
23581,JUMBO BAG PAISLEY PARK,11581.83,5020.0,338,230,405
21260,FIRST AID TIN,11564.43,3512.0,534,303,406
22508,DOORSTOP RETROSPOT HEART,11561.95,2880.0,697,400,407
22468,BABUSHKA LIGHTS STRING OF 10,11542.6,1736.0,413,196,408
22649,STRAWBERRY FAIRY CAKE TEAPOT,11541.78,2302.0,486,200,409
22637,PIGGY BANK RETROSPOT,11492.82,4478.0,598,329,410
22663,JUMBO BAG DOLLY GIRL DESIGN,11465.29,5764.0,688,268,411
82001s,SILVER RECORD COVER FRAME,11464.38,3051.0,259,86,412
22950,36 DOILIES VINTAGE CHRISTMAS,11452.64,8333.0,352,256,413
22740,adjustment,11395.31,13345.0,300,163,414
21172,PARTY METAL SIGN,11382.16,7685.0,971,420,415
21429,RED GINGHAM ROSE JEWELLERY BOX,11342.25,6359.0,997,418,416
22834,HAND WARMER BABUSHKA DESIGN,11287.63,6900.0,597,300,417
22988,SOLDIERS EGG CUP,11238.45,9363.0,446,207,418
21922,UNION STRIPE WITH FRINGE  HAMMOCK,11199.18,1443.0,388,204,419
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,11184.89,5785.0,499,208,420
22968,ROSE COTTAGE KEEPSAKE BOX,11184.82,1127.0,306,182,421
47599A,PINK PARTY BAGS,11180.57,5967.0,369,202,422
22795,SWEETHEART RECIPE BOOK STAND,11175.81,1597.0,498,227,423
21868,POTTING SHED TEA MUG,11163.64,9075.0,881,377,424
22417,PACK OF 60 SPACEBOY CAKE CASES,11159.9,21451.0,1103,521,425
21735,TWO DOOR CURIO CABINET,11112.85,853.0,262,139,426
23170,REGENCY TEA PLATE ROSES,11097.25,6857.0,445,224,427
22620,4 TRADITIONAL SPINNING TOPS,11073.45,8181.0,841,449,428
22768,FAMILY PHOTO FRAME CORNICE,11064.72,1158.0,354,243,429
B,Adjust bad debt,11062.06,1.0,1,0,430
22130,PARTY CONE CHRISTMAS DECORATION,10991.21,9737.0,424,298,431
21749,LARGE RED RETROSPOT WINDMILL,10980.98,5657.0,286,153,432
22694,WICKER STAR,10958.6,4893.0,858,484,433
20828,GLITTER BUTTERFLY CLIPS,10940.48,4423.0,607,261,434
22668,PINK BABY BUNTING,10898.05,3587.0,579,296,435
21907,I'M ON HOLIDAY METAL SIGN,10866.22,5163.0,771,381,436
21498,RED RETROSPOT WRAP,10851.92,26726.0,802,454,437
37370,RETRO COFFEE MUGS ASSORTED,10821.29,7145.0,492,184,438
21558,SKULL LUNCH BOX WITH CUTLERY,10810.66,4207.0,768,267,439
21086,SET/6 RED SPOTTY PAPER CUPS,10781.81,16658.0,843,311,440
22274,FELTCRAFT DOLL EMILY,10770.07,3773.0,656,344,441
22904,CALENDAR PAPER CUT DESIGN,10755.05,3467.0,463,269,442
22812,PACK 3 BOXES CHRISTMAS PANETTONE,10734.43,4879.0,462,270,443
21833,CAMOUFLAGE LED TORCH,10681.67,6239.0,444,210,444
21624,VINTAGE UNION JACK DOORSTOP,10641.15,1771.0,403,281,445
21974,SET OF 36 PAISLEY FLOWER DOILIES,10622.15,7046.0,808,355,446
22064,PINK DOUGHNUT TRINKET POT,10592.66,6606.0,693,213,447
22348,TEA BAG PLATE RED RETROSPOT,10583.12,12453.0,961,344,448
22349,DOG BOWL CHASING BALL DESIGN,10551.67,2571.0,366,226,449
22595,GINGHAM HEART DECORATION,10544.32,12535.0,796,481,450
22302,COFFEE MUG PEARS  DESIGN,10492.45,4926.0,396,212,451
21890,S/6 WOODEN SKITTLES IN COTTON BAG,10451.6,3489.0,547,335,452
20754,RETROSPOT RED WASHING UP GLOVES,10444.82,5094.0,852,363,453
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308.0,668,305,454
22418,10 COLOUR SPACEBOY PEN,10417.73,12314.0,586,332,455
21982,PACK OF 12 SUKI TISSUES,10395.88,32086.0,718,335,456
22174,PHOTO CUBE,10374.33,5122.0,557,178,457
22992,REVOLVER WOODEN RULER,10373.99,5233.0,348,217,458
22725,ALARM CLOCK BAKELIKE CHOCOLATE,10324.92,2518.0,549,217,459
22120,WELCOME  WOODEN BLOCK LETTERS,10314.19,1018.0,367,196,460
22089,PAPER BUNTING VINTAGE PAISLEY,10303.35,3506.0,552,290,461
20979,36 PENCILS TUBE RED RETROSPOT,10271.81,8156.0,709,310,462
22380,TOY TIDY SPACEBOY,10217.66,4964.0,688,300,463
23582,VINTAGE DOILY JUMBO BAG RED,10206.41,4802.0,259,186,464
21531,RED RETROSPOT SUGAR JAM BOWL,10174.12,4073.0,776,324,465
20682,RED RETROSPOT CHILDRENS UMBRELLA,10171.31,3068.0,589,296,466
22748,POPPY'S PLAYHOUSE KITCHEN,10161.4,4142.0,742,410,467
21892,TRADITIONAL WOODEN CATCH CUP GAME,10151.28,7826.0,818,447,468
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,10147.08,7489.0,512,201,469
22970,LONDON BUS COFFEE MUG,10140.6,4334.0,317,180,470
21033,JUMBO BAG CHARLIE AND LOLA TOYS,10132.11,4590.0,573,163,471
22966,GINGERBREAD MAN COOKIE CUTTER,10131.26,8219.0,732,422,472
21781,,10125.72,655.0,363,150,473
84792,ENCHANTED BIRD COATHANGER 5 HOOK,10119.51,2297.0,519,248,474
22180,RETROSPOT LAMP,10103.38,975.0,410,226,475
23171,REGENCY TEA PLATE GREEN,10051.99,6247.0,381,195,476
22840,ROUND CAKE TIN VINTAGE RED,10023.65,1323.0,402,281,477
84030E,ENGLISH ROSE HOT WATER BOTTLE,10021.55,2242.0,531,254,478
21756,BATH BUILDING BLOCK WORD,9944.65,1612.0,581,327,479
22327,ROUND SNACK BOXES SET OF 4 SKULLS,9943.55,3065.0,646,256,480
23076,ICE CREAM SUNDAE LIP GLOSS,9935.76,8076.0,277,202,481
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,9925.13,5560.0,741,341,482
22131,FOOD CONTAINER SET 3 LOVE HEART,9914.89,5243.0,692,276,483
84880,WHITE WIRE EGG HOLDER,9894.99,1729.0,375,185,484
22300,COFFEE MUG DOG + BALL DESIGN,9891.4,4116.0,526,254,485
22466,FAIRY TALE COTTAGE NIGHT LIGHT,9857.18,5312.0,394,199,486
22429,ENAMEL MEASURING JUG CREAM,9844.04,2280.0,625,364,487
20829,GLITTER HANGING BUTTERFLY STRING,9825.02,4820.0,481,207,488
20677,PINK POLKADOT BOWL,9798.06,7774.0,760,268,489
47570B,,9791.67,981.0,232,129,490
21488,RED WHITE SCARF  HOT WATER BOTTLE,9784.58,2384.0,359,216,491
22745,POPPY'S PLAYHOUSE BEDROOM,9764.64,3976.0,703,377,492
79000,,9759.91,11973.0,436,195,493
22549,PICTURE DOMINOES,9718.41,6521.0,711,403,494
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,9589.84,2955.0,703,326,495
23175,REGENCY MILK JUG PINK,9587.15,3160.0,329,206,496
85049A,TRADITIONAL CHRISTMAS RIBBONS,9566.02,6585.0,718,387,497
22978,PANTRY ROLLING PIN,9564.98,2464.0,238,153,498
82552,WASHROOM METAL SIGN,9527.16,6955.0,794,346,499
35961,FOLKART ZINC HEART CHRISTMAS DEC,9514.78,11430.0,637,262,500
16014,SMALL CHINESE STYLE SCISSOR,9513.1,29355.0,93,46,501
22767,TRIPLE PHOTO FRAME CORNICE,9478.23,1004.0,295,197,502
22942,CHRISTMAS LIGHTS 10 SANTAS,9466.41,1221.0,246,176,503
21716,BOYS VINTAGE TIN SEASIDE BUCKET,9397.07,3709.0,496,241,504
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,9387.29,2490.0,574,278,505
21385,IVORY HANGING DECORATION  HEART,9358.94,10832.0,690,320,506
22357,KINGS CHOICE BISCUIT TIN,9352.41,2073.0,462,259,507
85049E,SCANDINAVIAN REDS RIBBONS,9346.72,6584.0,891,434,508
84692,BOX OF 24 COCKTAIL PARASOLS,9336.68,19085.0,1122,348,509
22656,VINTAGE BLUE KITCHEN CABINET,9290.0,45.0,37,30,510
21243,PINK POLKADOT PLATE,9287.7,5636.0,503,210,511
21658,GLASS  BEURRE DISH,9271.89,2225.0,519,166,512
22219,LOVEBIRD HANGING DECORATION WHITE,9270.48,9771.0,1149,384,513
22072,RED RETROSPOT TEA CUP AND SAUCER,9231.01,2405.0,511,200,514
20747,PICCADILLY TEA SET,9224.92,683.0,108,48,515
23319,BOX OF 6 MINI 50'S CRACKERS,9219.53,3720.0,403,300,516
21745,GAOLERS KEYS DECORATIVE GARDEN,9201.49,2699.0,486,236,517
22741,FUNKY DIVA PEN,9173.03,10652.0,292,132,518
22121,NOEL WOODEN BLOCK LETTERS,9167.61,1481.0,438,303,519
23318,BOX OF 6 MINI VINTAGE CRACKERS,9162.41,3809.0,376,270,520
22195,LARGE HEART MEASURING SPOONS,9144.24,5127.0,811,325,521
23080,RED METAL BOX TOP SECRET,9117.62,1074.0,257,148,522
22244,3 HOOK HANGER MAGIC GARDEN,9101.96,4760.0,431,169,523
21933,PINK VINTAGE PAISLEY PICNIC BAG,9087.63,4116.0,625,294,524
21777,RECIPE BOX WITH METAL HEART,9075.51,1126.0,367,169,525
21041,RED RETROSPOT OVEN GLOVE DOUBLE,9049.29,2666.0,525,191,526
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,9001.15,2043.0,389,164,527
22989,SET 2 PANTRY DESIGN TEA TOWELS,8999.27,2811.0,372,241,528
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8987.24,3553.0,487,255,529
21985,PACK OF 12 HEARTS DESIGN TISSUES,8972.11,25523.0,919,493,530
22839,3 TIER CAKE TIN GREEN AND CREAM,8971.17,579.0,260,142,531
22371,AIRLINE BAG VINTAGE TOKYO 78,8936.8,1828.0,684,285,532
ADJUST,Adjustment by Peter on 24/05/2010 1,8897.93,36.0,36,25,533
22141,CHRISTMAS CRAFT TREE TOP ANGEL,8895.21,3663.0,572,313,534
23322,LARGE WHITE HEART OF WICKER,8878.21,3069.0,562,350,535
23439,HAND WARMER RED LOVE HEART,8855.51,3986.0,397,268,536
22215,CAKE STAND WHITE TWO TIER LACE,8809.93,1085.0,359,245,537
84839,SWEETHEART KEY CABINET,8747.05,1523.0,393,219,538
21042,RED RETROSPOT APRON,8717.31,1473.0,399,200,539
20974,12 PENCILS SMALL TUBE SKULL,8686.54,13219.0,822,370,540
23256,CHILDRENS CUTLERY SPACEBOY,8667.07,2113.0,368,232,541
21980,PACK OF 12 RED RETROSPOT TISSUES,8650.14,31337.0,676,406,542
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,8648.49,2847.0,411,232,543
22212,FOUR HOOK  WHITE LOVEBIRDS,8642.3,4024.0,828,323,544
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,8624.1,3234.0,662,227,545
23534,WALL ART STOP FOR TEA,8608.9,1387.0,260,159,546
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,8568.0,5104.0,532,234,547
21135,VICTORIAN  METAL POSTCARD SPRING,8567.24,5985.0,405,251,548
22110,BIRD HOUSE HOT WATER BOTTLE,8563.76,2609.0,512,217,549
23082,SET 6 PAPER TABLE LANTERN HEARTS,8558.76,2328.0,297,205,550
23078,ICE CREAM PEN LIP GLOSS,8553.34,6831.0,257,159,551
22283,6 EGG HOUSE PAINTED WOOD,8533.09,1032.0,382,196,552
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,8532.17,5272.0,369,187,553
21932,SCANDINAVIAN PAISLEY PICNIC BAG,8498.61,3871.0,649,315,554
23493,VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964.0,415,282,555
79323LP,"Unsaleable, destroyed.",8481.19,1433.0,170,107,556
48189,adjustment,8470.28,1321.0,274,152,557
22073,,8457.89,2124.0,474,227,558
22079,RIBBON REEL HEARTS DESIGN,8457.84,5028.0,684,397,559
22354,RETROSPOT PADDED SEAT CUSHION,8454.56,2228.0,280,157,560
22078,RIBBON REEL LACE DESIGN,8449.94,3984.0,480,246,561
22751,FELTCRAFT PRINCESS OLIVIA DOLL,8445.97,2264.0,466,269,562
23535,WALL ART BICYCLE SAFETY,8440.24,1324.0,215,135,563
23321,SMALL WHITE HEART OF WICKER,8438.54,4716.0,629,378,564
22329,ROUND CONTAINER SET OF 5 RETROSPOT,8430.45,5159.0,610,261,565
22358,KINGS CHOICE TEA CADDY,8393.61,2651.0,605,295,566
51008,AFGHAN SLIPPER SOCK PAIR,8378.8,2604.0,80,44,567
22628,PICNIC BOXES SET OF 3 RETROSPOT,8367.8,1744.0,350,172,568
22689,,8366.72,1092.0,264,182,569
21411,GINGHAM HEART  DOORSTOP RED,8352.94,2090.0,624,358,570
21244,BLUE POLKADOT PLATE,8279.07,5045.0,445,207,571
21934,SKULL SHOULDER BAG,8275.22,4597.0,725,164,572
21874,GIN AND TONIC MUG,8209.17,6332.0,617,211,573
85067,,8201.99,496.0,175,110,574
22055,MINI CAKE STAND  HANGING STRAWBERY,8179.19,4925.0,724,252,575
21238,RED RETROSPOT CUP,8164.0,9477.0,903,324,576
84508A,check,8091.48,3809.0,108,51,577
82551,LAUNDRY 15C METAL SIGN,8081.14,5641.0,751,306,578
20675,BLUE POLKADOT BOWL,8067.83,6465.0,693,281,579
22796,PHOTO FRAME 3 CLASSIC HANGING,8020.45,806.0,316,201,580
22738,RIBBON REEL SNOWY VILLAGE,8012.57,4447.0,498,274,581
22504,CABIN BAG VINTAGE RETROSPOT,7985.03,366.0,115,55,582
22592,CARDHOLDER HOLLY WREATH METAL,7956.84,1980.0,304,207,583
21115,ROSE CARAVAN DOORSTOP,7955.84,1247.0,431,266,584
21769,showroom,7954.87,123.0,48,42,585
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,7917.89,3039.0,493,200,586
21116,OWL DOORSTOP,7900.01,1355.0,534,164,587
22350,ILLUSTRATED CAT BOWL,7883.44,2840.0,331,169,588
21875,KINGS CHOICE MUG,7882.08,6818.0,414,218,589
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,7875.33,946.0,313,168,590
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,7821.96,800.0,260,148,591
21976,PACK OF 60 MUSHROOM CAKE CASES,7792.37,14570.0,950,404,592
84568,GIRLS ALPHABET IRON ON PATCHES,7788.67,37066.0,310,49,593
22588,CARD HOLDER GINGHAM HEART,7776.84,2849.0,483,320,594
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.61,1849.0,274,150,595
20717,STRAWBERRY SHOPPER BAG,7767.48,6296.0,757,283,596
21588,RETROSPOT GIANT TUBE MATCHES,7748.55,3351.0,284,191,597
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976.0,583,199,598
23007,SPACEBOY BABY GIFT SET,7741.75,498.0,184,110,599
21110,,7729.37,1640.0,329,173,600
22784,LANTERN CREAM GAZEBO,7727.14,1551.0,369,234,601
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,7699.25,3285.0,601,288,602
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",7673.73,976.0,272,82,603
22550,HOLIDAY FUN LUDO,7669.64,2058.0,425,275,604
22809,SET OF 6 T-LIGHTS SANTA,7664.72,2568.0,379,259,605
22813,PACK 3 BOXES BIRD PANETTONE,7663.83,3945.0,373,222,606
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,7629.25,637.0,191,64,607
21870,,7627.49,6083.0,630,243,608
22528,,7623.41,5824.0,554,284,609
22669,RED BABY BUNTING,7613.94,2386.0,438,263,610
22493,PAINT YOUR OWN CANVAS SET,7608.12,4738.0,418,244,611
22991,GIRAFFE WOODEN RULER,7604.89,3887.0,274,185,612
22242,,7559.91,4756.0,368,186,613
22489,PACK OF 12 TRADITIONAL CRAYONS,7548.67,17916.0,785,417,614
22360,GLASS JAR ENGLISH CONFECTIONERY,7535.5,2503.0,425,209,615
22224,WHITE LOVEBIRD LANTERN,7527.94,2373.0,401,234,616
85065,CREAM SWEETHEART TRAYS,7524.44,620.0,256,162,617
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,7523.57,3765.0,427,174,618
85064,CREAM SWEETHEART LETTER RACK,7493.06,1595.0,279,172,619
21463,MIRRORED DISCO BALL,7484.81,1349.0,302,169,620
22199,FRYING PAN RED RETROSPOT,7480.35,1827.0,405,158,621
21746,SMALL RED RETROSPOT WINDMILL,7468.34,5965.0,488,234,622
82580,BATHROOM METAL SIGN,7458.52,13249.0,1336,443,623
11001,ASSTD DESIGN RACING CAR PEN,7408.65,4829.0,251,118,624
22945,CHRISTMAS METAL TAGS ASSORTED,7365.7,7641.0,338,244,625
21737,,7362.66,398.0,164,118,626
21361,,7361.74,556.0,286,181,627
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,7357.44,4021.0,601,329,628
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875.0,220,136,629
21876,POTTERING MUG,7351.25,5663.0,623,239,630
22798,ANTIQUE GLASS DRESSING TABLE POT,7336.09,2367.0,356,173,631
21114,LAVENDER SCENTED FABRIC HEART,7306.14,5666.0,494,359,632
22282,12 EGG HOUSE PAINTED WOOD,7304.69,561.0,216,92,633
21561,DINOSAUR LUNCH BOX WITH CUTLERY,7303.91,2969.0,522,260,634
22465,HANGING METAL STAR LANTERN,7284.24,4517.0,461,270,635
22029,SPACEBOY BIRTHDAY CARD,7280.76,17602.0,1101,429,636
22907,PACK OF 20 NAPKINS PANTRY DESIGN,7279.03,8686.0,829,445,637
23083,SET 6 PAPER TABLE LANTERN STARS,7250.9,1932.0,246,161,638
22414,DOORMAT NEIGHBOURHOOD WITCH,7203.57,1187.0,220,92,639
85174,S/4 CACTI CANDLES,7193.46,1459.0,357,126,640
22626,BLACK KITCHEN SCALES,7167.48,837.0,339,200,641
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,7154.53,14023.0,832,517,642
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,7150.0,46.0,35,29,643
21981,PACK OF 12 WOODLAND TISSUES,7129.46,26204.0,553,282,644
22644,CERAMIC CHERRY CAKE MONEY BANK,7069.88,4857.0,610,304,645
22781,GUMBALL MAGAZINE RACK,7060.58,867.0,307,160,646
23236,STORAGE TIN VINTAGE DOILY,7059.97,2493.0,327,203,647
23320,GIANT 50'S CHRISTMAS CRACKER,7053.57,2661.0,333,260,648
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.4,3564.0,210,162,649
21625,VINTAGE UNION JACK APRON,7037.62,984.0,334,186,650
21700,BIG DOUGHNUT FRIDGE MAGNETS,7028.51,6335.0,525,186,651
21984,PACK OF 12 PINK PAISLEY TISSUES,7023.95,25351.0,432,256,652
37450,CERAMIC CAKE BOWL + HANGING CAKES,7023.14,2444.0,391,138,653
23543,WALL ART KEEP CALM,7010.76,1236.0,103,81,654
23283,DOORMAT VINTAGE LEAF,7003.38,994.0,233,146,655
23293,SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471.0,552,323,656
22618,"mouldy, unsaleable.",6984.35,718.0,242,180,657
21497,FANCY FONTS BIRTHDAY WRAP,6978.0,17500.0,485,330,658
22567,20 DOLLY PEGS RETROSPOT,6955.83,5561.0,506,287,659
10002,,6942.26,8671.0,362,164,660
22498,WOODEN REGATTA BUNTING,6933.74,1135.0,381,211,661
22563,HAPPY STENCIL CRAFT,6923.85,5942.0,533,293,662
22377,BOTTLE BAG RETROSPOT,6920.11,3618.0,435,200,663
21903,MAN FLU METAL SIGN,6908.87,3436.0,407,230,664
23254,CHILDRENS CUTLERY DOLLY GIRL,6903.11,1703.0,299,204,665
22938,CUPCAKE LACE PAPER SET 6,6891.25,3687.0,273,237,666
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,6885.44,745.0,270,190,667
22085,PAPER CHAIN KIT SKULLS,6883.87,2538.0,230,141,668
21563,RED HEART SHAPE LOVE BUCKET,6875.71,2786.0,362,180,669
85220,,6875.0,12236.0,5,4,670
47502,,6855.75,640.0,79,40,671
23103,JINGLE BELL HEART DECORATION,6846.16,4072.0,365,231,672
23109,PACK OF SIX LED TEA LIGHTS,6835.02,2386.0,268,178,673
37448,CERAMIC CAKE DESIGN SPOTTED MUG,6827.21,4549.0,528,198,674
22378,WALL TIDY RETROSPOT,6826.51,3749.0,546,167,675
23541,WALL ART CLASSIC PUDDINGS,6823.91,872.0,152,97,676
47559B,TEA TIME OVEN GLOVE,6823.15,5270.0,745,303,677
22187,GREEN CHRISTMAS TREE CARD HOLDER,6820.7,2104.0,364,230,678
35004B,SET OF 3 BLACK FLYING DUCKS,6809.65,1474.0,275,64,679
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303.0,161,123,680
21989,PACK OF 20 SKULL PAPER NAPKINS,6790.7,8552.0,654,264,681
37500,TEA TIME TEAPOT IN GIFT BOX,6787.46,881.0,263,147,682
20973,12 PENCIL SMALL TUBE WOODLAND,6773.95,9863.0,658,309,683
22431,WATERING CAN BLUE ELEPHANT,6771.52,3365.0,620,269,684
22845,VINTAGE CREAM CAT FOOD CONTAINER,6764.6,999.0,394,192,685
22430,ENAMEL WATERING CAN CREAM,6761.38,1397.0,356,230,686
21768,,6756.09,497.0,163,95,687
22311,OFFICE MUG WARMER BLACK+SILVER,6755.56,2116.0,300,120,688
21992,check,6744.8,3320.0,656,242,689
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,6742.53,1636.0,479,180,690
23229,VINTAGE DONKEY TAIL GAME,6739.71,1869.0,256,186,691
22432,WATERING CAN PINK BUNNY,6730.42,3532.0,517,266,692
22810,SET OF 6 T-LIGHTS SNOWMEN,6729.13,2199.0,328,213,693
23008,DOLLY GIRL BABY GIFT SET,6719.61,433.0,133,99,694
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798.0,215,143,695
22221,CAKE STAND LOVEBIRD 2 TIER PINK,6702.33,905.0,156,108,696
22575,METAL MERRY CHRISTMAS WREATH,6699.71,3113.0,330,207,697
22746,POPPY'S PLAYHOUSE LIVINGROOM,6699.25,2910.0,564,319,698
22526,WHEELBARROW FOR CHILDREN,6689.67,544.0,207,153,699
84968A,SET OF 16 VINTAGE ROSE CUTLERY,6688.9,535.0,208,66,700
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194.0,309,231,701
85014D,,6664.45,1918.0,90,73,702
85047,WHITE BEADED GARLAND STRING 20LIGHT,6664.33,1051.0,236,137,703
23169,smashed,6662.84,1556.0,314,203,704
47599B,BLUE PARTY BAGS,6662.54,3492.0,286,170,705
84884a,ANT WHITE WIRE HEART SPIRAL,6659.17,1757.0,347,195,706
85068,,6647.24,960.0,197,130,707
22059,CERAMIC STRAWBERRY DESIGN MUG,6639.03,4940.0,458,183,708
22779,WOODEN OWLS LIGHT GARLAND,6631.35,1735.0,193,112,709
21107,CREAM SLICE FLANNEL PINK SPOT,6624.77,2302.0,313,167,710
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,6620.45,8199.0,631,246,711
85175,,6606.26,15566.0,442,199,712
22898,CHILDRENS APRON APPLES DESIGN,6604.16,3168.0,471,261,713
84520B,,6579.02,7500.0,732,327,714
16156S,WRAP PINK FAIRY CAKES,6558.62,16661.0,419,271,715
21592,RETROSPOT CIGAR BOX MATCHES,6552.46,5876.0,476,312,716
21240,BLUE POLKADOT CUP,6535.74,7581.0,769,287,717
22332,SKULLS PARTY BAG + STICKER SET,6520.55,4158.0,381,233,718
21201,TROPICAL  HONEYCOMB PAPER GARLAND,6517.16,2741.0,235,109,719
22080,RIBBON REEL POLKADOTS,6512.44,3887.0,519,336,720
22364,GLASS JAR DIGESTIVE BISCUITS,6498.61,2054.0,340,164,721
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390.0,344,246,722
15060b,FAIRY CAKE DESIGN UMBRELLA,6486.79,1419.0,454,174,723
22148,EASTER CRAFT 4 CHICKS,6480.29,3237.0,299,209,724
