transaction_key,invoice,full_date,stock_code,description,country,quantity,unit_price,line_value,transaction_type,record_status
11835,490354,2009-12-04,21489,BLUE WHITE SCARF HOT WATER BOTTLE,United Kingdom,-23,0.0,0.0,Stock Adjustment,Zero Price
11845,C490358,2009-12-04,21527,RED RETROSPOT TRADITIONAL TEAPOT,United Kingdom,-6,7.95,-47.7,Cancellation,Valid
11846,C490358,2009-12-04,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-3,10.95,-32.85,Cancellation,Valid
11847,C490358,2009-12-04,21535,RED RETROSPOT SMALL MILK JUG,United Kingdom,-2,2.55,-5.1,Cancellation,Valid
11848,C490358,2009-12-04,21539,RED RETROSPOT BUTTER DISH,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
11849,C490358,2009-12-04,21258,VICTORIAN SEWING BOX LARGE,United Kingdom,-5,10.95,-54.75,Cancellation,Valid
12095,490379,2009-12-05,21490,,United Kingdom,-44,0.0,0.0,Stock Adjustment,Zero Price
12157,490384,2009-12-05,84721,,United Kingdom,-42,0.0,0.0,Stock Adjustment,Zero Price
12481,C490402,2009-12-06,85159A,"BLACK TEA,COFFEE,SUGAR JARS",United Kingdom,-1,6.35,-6.35,Cancellation,Valid
12710,C490460,2009-12-06,85159A,"BLACK TEA,COFFEE,SUGAR JARS",United Kingdom,-2,6.35,-12.7,Cancellation,Valid
12826,C490462,2009-12-06,21843,RED RETROSPOT CAKE STAND,United Kingdom,-1,10.95,-10.95,Cancellation,Valid
12998,C490469,2009-12-06,84352,SILVER CHRISTMAS TREE BAUBLE STAND,United Kingdom,-1,16.95,-16.95,Cancellation,Valid
12999,C490469,2009-12-06,90195A,PURPLE GEMSTONE BRACELET,United Kingdom,-3,8.95,-26.85,Cancellation,Valid
13000,C490469,2009-12-06,84466,,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
13001,C490469,2009-12-06,21528,DAIRY MAID TRADITIONAL TEAPOT,United Kingdom,-1,6.95,-6.95,Cancellation,Valid
13135,C490475,2009-12-06,21826,,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
13268,C490480,2009-12-06,22187,GREEN CHRISTMAS TREE CARD HOLDER,United Kingdom,-2,4.25,-8.5,Cancellation,Valid
13489,C490492,2009-12-06,90121B,,United Kingdom,-3,4.25,-12.75,Cancellation,Valid
13543,C490495,2009-12-06,84968B,SET OF 16 VINTAGE IVORY CUTLERY,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
13595,C490497,2009-12-06,85047,WHITE BEADED GARLAND STRING 20LIGHT,United Kingdom,-1,6.35,-6.35,Cancellation,Valid
13596,C490498,2009-12-06,37483,ENGLISH ROSE MUG IN GIFT BOX,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
13790,C490507,2009-12-06,22187,GREEN CHRISTMAS TREE CARD HOLDER,United Kingdom,-2,4.25,-8.5,Cancellation,Valid
13791,C490507,2009-12-06,21950,,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
13792,C490507,2009-12-06,37448,CERAMIC CAKE DESIGN SPOTTED MUG,United Kingdom,-1,1.49,-1.49,Cancellation,Valid
13811,C490509,2009-12-06,22184,,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
13812,C490509,2009-12-06,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,United Kingdom,-2,7.95,-15.9,Cancellation,Valid
13813,C490510,2009-12-06,47589,,United Kingdom,-3,5.45,-16.35,Cancellation,Valid
13814,C490510,2009-12-06,20973,12 PENCIL SMALL TUBE WOODLAND,United Kingdom,-1,0.65,-0.65,Cancellation,Valid
13884,C490513,2009-12-06,85043,RED HEART CANDY POP LIGHTS,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
13885,C490513,2009-12-06,79340W,WHITE ORCHID FLOWER LIGHTS,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
13886,C490513,2009-12-06,21734,SMALL MARAKESH LANTERN ON STICK,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
13887,C490513,2009-12-06,20727,LUNCH BAG  BLACK SKULL.,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
13888,C490513,2009-12-06,20973,12 PENCIL SMALL TUBE WOODLAND,United Kingdom,-2,0.65,-1.3,Cancellation,Valid
13889,C490513,2009-12-06,21733,RED HANGING HEART T-LIGHT HOLDER,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
13890,C490513,2009-12-06,85232B,,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
13891,C490513,2009-12-06,15044D,RED PAPER PARASOL,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
13892,C490513,2009-12-06,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
13979,C490520,2009-12-06,47589,,United Kingdom,-1,5.45,-5.45,Cancellation,Valid
14139,C490532,2009-12-06,21450,,United Kingdom,-10,5.95,-59.5,Cancellation,Valid
14300,490540,2009-12-07,37446,MINI CAKE STAND WITH HANGING CAKES,United Kingdom,-725,0.0,0.0,Stock Adjustment,Zero Price
14323,490543,2009-12-07,37446,MINI CAKE STAND WITH HANGING CAKES,United Kingdom,222,0.0,0.0,Sale,Zero Price
14324,C490544,2009-12-07,22139,RETROSPOT TEA SET CERAMIC 11 PC,United Kingdom,-6,4.95,-29.7,Cancellation,Valid
14417,C490565,2009-12-07,22335,HEART DECORATION PAINTED ZINC,United Kingdom,-48,0.65,-31.2,Cancellation,Valid
14418,C490565,2009-12-07,21527,RED RETROSPOT TRADITIONAL TEAPOT,United Kingdom,-2,7.95,-15.9,Cancellation,Valid
14419,C490565,2009-12-07,22301,COFFEE MUG CAT + BIRD DESIGN,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
14872,C490666,2009-12-07,21361,,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
15295,490688,2009-12-07,21133,,United Kingdom,270,0.0,0.0,Sale,Zero Price
15457,C490700,2009-12-07,90214G,"LETTER ""G"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15458,C490700,2009-12-07,90214P,"LETTER ""P"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15459,C490700,2009-12-07,90214E,"LETTER ""E"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15460,C490700,2009-12-07,90214J,"LETTER ""J"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15461,C490700,2009-12-07,90214S,"LETTER ""S"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15462,C490700,2009-12-07,90214C,"LETTER ""C"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15463,C490700,2009-12-07,90214A,"LETTER ""A"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15464,C490700,2009-12-07,90214L,"LETTER ""L"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15465,C490700,2009-12-07,90214I,"LETTER ""I"" BLING KEY RING",United Kingdom,-6,1.25,-7.5,Cancellation,Valid
15466,C490701,2009-12-07,22138,BAKING SET 9 PIECE RETROSPOT,France,-1,4.95,-4.95,Cancellation,Valid
15467,C490701,2009-12-07,20723,STRAWBERRY CHARLOTTE BAG,France,-1,0.85,-0.85,Cancellation,Valid
15468,C490702,2009-12-07,47566,PARTY BUNTING,Australia,-1,4.65,-4.65,Cancellation,Valid
15469,C490702,2009-12-07,47590B,PINK HAPPY BIRTHDAY BUNTING,Australia,-3,5.45,-16.35,Cancellation,Valid
15684,490713,2009-12-07,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,United Kingdom,-20,0.0,0.0,Stock Adjustment,Zero Price
15709,490715,2009-12-07,22158,3 HEARTS HANGING DECORATION RUSTIC,United Kingdom,-30,0.0,0.0,Stock Adjustment,Zero Price
15753,490716,2009-12-07,22158,3 HEARTS HANGING DECORATION RUSTIC,United Kingdom,6,0.0,0.0,Sale,Zero Price
15855,C490721,2009-12-07,21232,STRAWBERRY CERAMIC TRINKET POT,EIRE,-1,1.25,-1.25,Cancellation,Valid
15856,C490721,2009-12-07,84782C,,EIRE,-1,12.75,-12.75,Cancellation,Valid
15907,490727,2009-12-07,M,Manual,United Kingdom,1,0.0,0.0,Sale,Zero Price
15985,490735,2009-12-07,35976B,,United Kingdom,-60,0.0,0.0,Stock Adjustment,Zero Price
15986,490736,2009-12-07,35983,,United Kingdom,-200,0.0,0.0,Stock Adjustment,Zero Price
16003,C490739,2009-12-07,22003,,United Kingdom,-10,6.75,-67.5,Cancellation,Valid
16004,C490739,2009-12-07,22295,HEART FILIGREE DOVE LARGE,United Kingdom,-12,1.65,-19.8,Cancellation,Valid
16005,C490740,2009-12-07,35400,WOODEN BOX ADVENT CALENDAR,United Kingdom,-1,8.95,-8.95,Cancellation,Valid
16552,C490742,2009-12-07,21527,RED RETROSPOT TRADITIONAL TEAPOT,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
16553,C490742,2009-12-07,85063,CREAM SWEETHEART MAGAZINE RACK,United Kingdom,-1,16.95,-16.95,Cancellation,Valid
16554,C490743,2009-12-07,37449,CERAMIC CAKE STAND + HANGING CAKES,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
16555,C490744,2009-12-07,21622,VINTAGE UNION JACK CUSHION COVER,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
16556,C490744,2009-12-07,21662,,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
16557,C490744,2009-12-07,21663,,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
16558,C490744,2009-12-07,21658,GLASS  BEURRE DISH,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
16559,C490744,2009-12-07,85014B,RED RETROSPOT UMBRELLA,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
17067,C490746,2009-12-07,85065,CREAM SWEETHEART TRAYS,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
17068,C490746,2009-12-07,85067,,United Kingdom,-1,18.95,-18.95,Cancellation,Valid
17069,C490746,2009-12-07,85063,CREAM SWEETHEART MAGAZINE RACK,United Kingdom,-1,16.95,-16.95,Cancellation,Valid
17070,C490746,2009-12-07,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-6,4.95,-29.7,Cancellation,Valid
17073,C490748,2009-12-07,M,Manual,United Kingdom,-1,309.73,-309.73,Cancellation,Valid
17162,C490756,2009-12-08,21125,SET 6 FOOTBALL CELEBRATION CANDLES,Australia,-1,1.25,-1.25,Cancellation,Valid
17163,C490756,2009-12-08,21126,SET OF 6 GIRLS CELEBRATION CANDLES,Australia,-2,1.25,-2.5,Cancellation,Valid
17184,490758,2009-12-08,72008,,United Kingdom,3000,0.0,0.0,Sale,Zero Price
17227,490765,2009-12-08,21450,,United Kingdom,-31,0.0,0.0,Stock Adjustment,Zero Price
17228,490766,2009-12-08,51008,AFGHAN SLIPPER SOCK PAIR,United Kingdom,-200,0.0,0.0,Stock Adjustment,Zero Price
17242,C490768,2009-12-08,82484,WOOD BLACK BOARD ANT WHITE FINISH,France,-1,6.45,-6.45,Cancellation,Valid
17243,C490768,2009-12-08,84472,,France,-1,45.95,-45.95,Cancellation,Valid
17262,C490773,2009-12-08,22061,LARGE CAKE STAND  HANGING STRAWBERY,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
17263,C490773,2009-12-08,22060,damaged,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
17340,C490798,2009-12-08,POST,POSTAGE,France,-2,18.0,-36.0,Cancellation,Valid
17341,C490798,2009-12-08,21092,phil said so,France,-12,0.85,-10.2,Cancellation,Valid
17342,C490798,2009-12-08,21099,,France,-12,0.65,-7.8,Cancellation,Valid
17343,C490798,2009-12-08,21094,SET/6 RED SPOTTY PAPER PLATES,France,-12,0.85,-10.2,Cancellation,Valid
17344,C490798,2009-12-08,21080,SET/20 RED RETROSPOT PAPER NAPKINS,France,-12,0.85,-10.2,Cancellation,Valid
17345,C490798,2009-12-08,21086,SET/6 RED SPOTTY PAPER CUPS,France,-12,0.65,-7.8,Cancellation,Valid
17346,C490798,2009-12-08,21121,SET/10 RED POLKADOT PARTY CANDLES,France,-24,1.25,-30.0,Cancellation,Valid
17347,C490798,2009-12-08,22352,LUNCH BOX WITH CUTLERY RETROSPOT,France,-12,2.55,-30.6,Cancellation,Valid
17348,C490798,2009-12-08,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,France,-6,2.55,-15.3,Cancellation,Valid
17349,C490798,2009-12-08,21212,PACK OF 72 RETROSPOT CAKE CASES,France,-24,0.55,-13.2,Cancellation,Valid
17350,C490798,2009-12-08,84997a,CHILDRENS CUTLERY POLKADOT GREEN,France,-6,3.75,-22.5,Cancellation,Valid
17351,C490798,2009-12-08,84997D,CHILDRENS CUTLERY POLKADOT PINK,France,-6,3.75,-22.5,Cancellation,Valid
17352,C490798,2009-12-08,22333,RETROSPOT PARTY BAG + STICKER SET,France,-16,1.65,-26.4,Cancellation,Valid
17353,C490798,2009-12-08,20682,RED RETROSPOT CHILDRENS UMBRELLA,France,-6,3.25,-19.5,Cancellation,Valid
17354,C490798,2009-12-08,20681,PINK POLKADOT CHILDRENS UMBRELLA,France,-6,3.25,-19.5,Cancellation,Valid
17355,C490798,2009-12-08,21889,WOODEN BOX OF DOMINOES,France,-12,1.25,-15.0,Cancellation,Valid
17356,C490798,2009-12-08,22331,WOODLAND PARTY BAG + STICKER SET,France,-8,1.65,-13.2,Cancellation,Valid
17357,C490798,2009-12-08,22138,BAKING SET 9 PIECE RETROSPOT,France,-9,4.95,-44.55,Cancellation,Valid
17444,C490807,2009-12-08,20661,BLUE POLKADOT PURSE,United Kingdom,-12,2.95,-35.4,Cancellation,Valid
17445,C490807,2009-12-08,21901,"KEY FOB , BACK DOOR",United Kingdom,-48,0.65,-31.2,Cancellation,Valid
17446,C490807,2009-12-08,22123,PING MICROWAVE APRON,United Kingdom,-12,5.95,-71.4,Cancellation,Valid
17447,C490807,2009-12-08,22174,PHOTO CUBE,United Kingdom,-24,1.65,-39.6,Cancellation,Valid
17448,C490807,2009-12-08,22095,LADS ONLY TISSUE BOX,United Kingdom,-36,1.06,-38.16,Cancellation,Valid
17449,C490807,2009-12-08,22107,PIZZA PLATE IN BOX,United Kingdom,-32,3.39,-108.48,Cancellation,Valid
17450,C490807,2009-12-08,21743,STAR PORTABLE TABLE LIGHT,United Kingdom,-24,2.95,-70.8,Cancellation,Valid
17451,C490807,2009-12-08,21098,CHRISTMAS TOILET ROLL,United Kingdom,-36,1.25,-45.0,Cancellation,Valid
17452,C490807,2009-12-08,21490,,United Kingdom,-12,1.95,-23.4,Cancellation,Valid
17453,C490807,2009-12-08,51014L,"FEATHER PEN,LIGHT PINK",United Kingdom,-60,0.85,-51.0,Cancellation,Valid
17454,C490807,2009-12-08,20940,,United Kingdom,-18,2.95,-53.1,Cancellation,Valid
17455,C490807,2009-12-08,85175,,United Kingdom,-96,0.42,-40.32,Cancellation,Valid
17456,C490807,2009-12-08,84692,BOX OF 24 COCKTAIL PARASOLS,United Kingdom,-50,0.42,-21.0,Cancellation,Valid
17457,C490807,2009-12-08,85217,,United Kingdom,-24,0.65,-15.6,Cancellation,Valid
17458,C490807,2009-12-08,21700,BIG DOUGHNUT FRIDGE MAGNETS,United Kingdom,-24,0.85,-20.4,Cancellation,Valid
17459,C490807,2009-12-08,22064,PINK DOUGHNUT TRINKET POT,United Kingdom,-24,1.65,-39.6,Cancellation,Valid
17460,C490807,2009-12-08,20658,RED RETROSPOT LUGGAGE TAG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
17461,C490807,2009-12-08,20670,VIP HOLIDAY PURSE,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
17462,C490807,2009-12-08,20665,RED RETROSPOT PURSE,United Kingdom,-12,2.95,-35.4,Cancellation,Valid
17463,C490807,2009-12-08,84510A,SET OF 4 ENGLISH ROSE COASTERS,United Kingdom,-10,1.25,-12.5,Cancellation,Valid
17464,C490807,2009-12-08,21871,SAVE THE PLANET MUG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
17465,C490807,2009-12-08,21870,,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
17466,C490807,2009-12-08,84596E,,United Kingdom,-16,1.25,-20.0,Cancellation,Valid
17467,C490807,2009-12-08,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,United Kingdom,-16,1.25,-20.0,Cancellation,Valid
17468,C490807,2009-12-08,21866,UNION JACK FLAG LUGGAGE TAG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
17469,C490807,2009-12-08,21634,ASSORTED MINI MADRAS NOTEBOOK,United Kingdom,-24,1.25,-30.0,Cancellation,Valid
17470,C490807,2009-12-08,51014A,"FEATHER PEN,HOT PINK",United Kingdom,-60,0.85,-51.0,Cancellation,Valid
17471,C490807,2009-12-08,16033,,United Kingdom,-120,0.12,-14.4,Cancellation,Valid
17472,C490807,2009-12-08,10138,,United Kingdom,-96,0.42,-40.32,Cancellation,Valid
17473,C490807,2009-12-08,22030,SWALLOWS GREETING CARD,United Kingdom,-48,0.42,-20.16,Cancellation,Valid
17474,C490807,2009-12-08,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,United Kingdom,-96,0.21,-20.16,Cancellation,Valid
17475,C490807,2009-12-08,51014C,"FEATHER PEN,COAL BLACK",United Kingdom,-60,0.85,-51.0,Cancellation,Valid
17476,C490807,2009-12-08,21703,BAG 125g SWIRLY MARBLES,United Kingdom,-36,0.42,-15.12,Cancellation,Valid
17477,C490807,2009-12-08,35004B,SET OF 3 BLACK FLYING DUCKS,United Kingdom,-12,4.65,-55.8,Cancellation,Valid
17478,C490807,2009-12-08,84030C,,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
17479,C490807,2009-12-08,84029E,RED WOOLLY HOTTIE WHITE HEART.,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
17480,C490807,2009-12-08,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
17655,C490866,2009-12-08,85065,CREAM SWEETHEART TRAYS,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
17656,C490866,2009-12-08,51012C,"FEATHER DUSTER, COAL BLACK",United Kingdom,-1,1.25,-1.25,Cancellation,Valid
17657,C490866,2009-12-08,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
17658,C490866,2009-12-08,20829,GLITTER HANGING BUTTERFLY STRING,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
17659,C490866,2009-12-08,79323S,"Unsaleable, destroyed.",United Kingdom,-1,6.75,-6.75,Cancellation,Valid
17827,C490923,2009-12-08,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-3,4.95,-14.85,Cancellation,Valid
17958,C490929,2009-12-08,22139,RETROSPOT TEA SET CERAMIC 11 PC,United Kingdom,-4,4.95,-19.8,Cancellation,Valid
17959,C490929,2009-12-08,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-4,4.95,-19.8,Cancellation,Valid
17962,C490931,2009-12-08,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
17971,C490934,2009-12-08,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,EIRE,-1,2.55,-2.55,Cancellation,Valid
17972,C490935,2009-12-08,48195,,United Kingdom,-2,6.75,-13.5,Cancellation,Valid
17973,C490935,2009-12-08,72127,COLUMBIAN CANDLE ROUND,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
17974,C490935,2009-12-08,85216,ASSORTED CAKES FRIDGE MAGNETS,United Kingdom,-1,0.65,-0.65,Cancellation,Valid
17975,C490935,2009-12-08,85042,ANTIQUE LILY FAIRY LIGHTS,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
17976,C490935,2009-12-08,85150,LADIES & GENTLEMEN METAL SIGN,United Kingdom,-6,2.55,-15.3,Cancellation,Valid
17977,C490935,2009-12-08,21761,WOOD AND GLASS MEDICINE CABINET,United Kingdom,-1,29.95,-29.95,Cancellation,Valid
17978,C490935,2009-12-08,21463,MIRRORED DISCO BALL,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
17979,C490935,2009-12-08,84839,SWEETHEART KEY CABINET,United Kingdom,-1,6.75,-6.75,Cancellation,Valid
17980,C490935,2009-12-08,85162A,?,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
18106,C490939,2009-12-08,22352,LUNCH BOX WITH CUTLERY RETROSPOT,United Kingdom,-6,2.55,-15.3,Cancellation,Valid
18168,C490942,2009-12-08,21576,LETS GO SHOPPING COTTON TOTE BAG,United Kingdom,-6,2.25,-13.5,Cancellation,Valid
18169,C490942,2009-12-08,21580,RABBIT  DESIGN  COTTON TOTE BAG,United Kingdom,-6,2.25,-13.5,Cancellation,Valid
18170,C490942,2009-12-08,21581,SKULLS  DESIGN  COTTON TOTE BAG,United Kingdom,-8,2.25,-18.0,Cancellation,Valid
18171,C490942,2009-12-08,21679,SKULLS  STICKERS,United Kingdom,-12,0.85,-10.2,Cancellation,Valid
18172,C490942,2009-12-08,21791,VINTAGE HEADS AND TAILS CARD GAME,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
18173,C490942,2009-12-08,84270,,United Kingdom,-60,0.21,-12.6,Cancellation,Valid
18174,C490942,2009-12-08,21700,BIG DOUGHNUT FRIDGE MAGNETS,United Kingdom,-24,0.85,-20.4,Cancellation,Valid
18175,C490942,2009-12-08,85217,,United Kingdom,-24,0.65,-15.6,Cancellation,Valid
18176,C490942,2009-12-08,85216,ASSORTED CAKES FRIDGE MAGNETS,United Kingdom,-24,0.65,-15.6,Cancellation,Valid
18177,C490942,2009-12-08,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,United Kingdom,-8,2.95,-23.6,Cancellation,Valid
18178,C490942,2009-12-08,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18179,C490942,2009-12-08,22111,SCOTTIE DOG HOT WATER BOTTLE,United Kingdom,-8,4.95,-39.6,Cancellation,Valid
18180,C490942,2009-12-08,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
18181,C490942,2009-12-08,84030E,ENGLISH ROSE HOT WATER BOTTLE,United Kingdom,-5,4.25,-21.25,Cancellation,Valid
18182,C490942,2009-12-08,21578,WOODLAND DESIGN  COTTON TOTE BAG,United Kingdom,-6,2.25,-13.5,Cancellation,Valid
18183,C490942,2009-12-08,20694,FLORAL PINK MONSTER,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
18184,C490942,2009-12-08,21888,BINGO SET,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
18185,C490942,2009-12-08,21701,No Stock,United Kingdom,-12,1.69,-20.28,Cancellation,Valid
18186,C490942,2009-12-08,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,United Kingdom,-5,4.65,-23.25,Cancellation,Valid
18187,C490942,2009-12-08,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,United Kingdom,-5,4.65,-23.25,Cancellation,Valid
18188,C490942,2009-12-08,21485,RETROSPOT HEART HOT WATER BOTTLE,United Kingdom,-6,4.95,-29.7,Cancellation,Valid
18189,C490942,2009-12-08,21579,LOLITA  DESIGN  COTTON TOTE BAG,United Kingdom,-6,2.25,-13.5,Cancellation,Valid
18190,C490942,2009-12-08,21481,FAWN BLUE HOT WATER BOTTLE,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18191,C490942,2009-12-08,84029E,RED WOOLLY HOTTIE WHITE HEART.,United Kingdom,-6,3.75,-22.5,Cancellation,Valid
18192,C490942,2009-12-08,11001,ASSTD DESIGN RACING CAR PEN,United Kingdom,-16,1.69,-27.04,Cancellation,Valid
18193,C490942,2009-12-08,20695,FLORAL BLUE MONSTER,United Kingdom,-3,4.25,-12.75,Cancellation,Valid
18194,C490942,2009-12-08,21889,WOODEN BOX OF DOMINOES,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
18195,C490942,2009-12-08,21832,CHOCOLATE CALCULATOR,United Kingdom,-12,1.65,-19.8,Cancellation,Valid
18196,C490942,2009-12-08,20935,ROUND CACTUS CANDLE,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18197,C490942,2009-12-08,20936,FORKED CACTUS CANDLE,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18198,C490942,2009-12-08,85175,,United Kingdom,-32,0.42,-13.44,Cancellation,Valid
18199,C490942,2009-12-08,85172,HYACINTH BULB T-LIGHT CANDLES,United Kingdom,-16,0.42,-6.72,Cancellation,Valid
18200,C490942,2009-12-08,21480,,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18201,C490942,2009-12-08,21482,,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
18202,C490942,2009-12-08,21479,WHITE SKULL HOT WATER BOTTLE,United Kingdom,-8,3.75,-30.0,Cancellation,Valid
18203,C490942,2009-12-08,22125,,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
18204,C490943,2009-12-08,BANK CHARGES,Bank Charges,United Kingdom,-1,15.0,-15.0,Cancellation,Valid
18222,C490946,2009-12-08,21098,CHRISTMAS TOILET ROLL,United Kingdom,-36,1.25,-45.0,Cancellation,Valid
18223,C490946,2009-12-08,21490,,United Kingdom,-12,1.95,-23.4,Cancellation,Valid
18224,C490946,2009-12-08,51014L,"FEATHER PEN,LIGHT PINK",United Kingdom,-60,0.85,-51.0,Cancellation,Valid
18225,C490946,2009-12-08,20940,,United Kingdom,-18,2.95,-53.1,Cancellation,Valid
18226,C490946,2009-12-08,85175,,United Kingdom,-96,0.42,-40.32,Cancellation,Valid
18227,C490946,2009-12-08,84692,BOX OF 24 COCKTAIL PARASOLS,United Kingdom,-50,0.42,-21.0,Cancellation,Valid
18228,C490946,2009-12-08,85217,,United Kingdom,-24,0.65,-15.6,Cancellation,Valid
18229,C490946,2009-12-08,21700,BIG DOUGHNUT FRIDGE MAGNETS,United Kingdom,-24,0.85,-20.4,Cancellation,Valid
18230,C490946,2009-12-08,22064,PINK DOUGHNUT TRINKET POT,United Kingdom,-24,1.65,-39.6,Cancellation,Valid
18231,C490946,2009-12-08,20658,RED RETROSPOT LUGGAGE TAG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
18232,C490946,2009-12-08,20661,BLUE POLKADOT PURSE,United Kingdom,-12,2.95,-35.4,Cancellation,Valid
18233,C490946,2009-12-08,20665,RED RETROSPOT PURSE,United Kingdom,-12,2.95,-35.4,Cancellation,Valid
18234,C490946,2009-12-08,84510A,SET OF 4 ENGLISH ROSE COASTERS,United Kingdom,-10,1.25,-12.5,Cancellation,Valid
18235,C490946,2009-12-08,21871,SAVE THE PLANET MUG,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
18236,C490946,2009-12-08,21870,,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
18237,C490946,2009-12-08,84596E,,United Kingdom,-16,1.25,-20.0,Cancellation,Valid
18238,C490946,2009-12-08,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,United Kingdom,-16,1.25,-20.0,Cancellation,Valid
